Places_ID_2019,City,City_Alt,ACS Bike-to-Work Mode Share,Land Area, Population ,ACS Target,ACS Normalized Score,ACS Ridership Points,SMS Recreation Riding,SMS Points,Community Survey Ridership Score,Total ridership score,Average Fatalities All Mode,All Mode Fatality Rate,All Mode Fatality Points,Average Fatalities Bike,Bike Fatality Rate,Bike Fatality Points,All Mode Injuries,All Mode Injury Rate,All Mode Injury Points,Bike Injuries,Bike Injury Rate,Bike Injury Points,All mode safety points,Bike Safety Points,Community Survey Safety Score,Total Safety Points,City Snapshot Points,Community Survey Acceleration Score,Total Acceleration Points,BNA,BNA Points,Community Survey Network Score,Total Nework Points,Percent Communities of Concern,Number Underserved Communities,Average BNA,BNA Underserved Communities,BNA Gap,BNA Tier,BNA Target,Distance,BNA Points,ACS Bike-to-Work Mode Share Men,ACS Bike-to-Work Mode Share Women,ACS Gap,ACS Tier,ACS_Target,Distance,ACS Points,Total Reach Points,Bonus,Total Ponts
273,"OMAHA, NEBRASKA","OMAHA, NE",0.30%,127.1,"463,081",7.80%,3.6,0.2,19.10%,3.2,2.4,1.8,31.6,0.7,3,0,0,5,,,,,,,1.5,2.5,2.2,2,,2.5,0.5,29.4,2,2.6,2.1,18.8,94,31.8,31.3,0.5,1,-25,25.5,2.3,0,0,0,1,-0.02,0.02,1.5,2.1,0,1.7
66,"CHAMPAIGN, ILLINOIS","CHAMPAIGN, IL",3.50%,22.4,"85,710",20.80%,13.9,0.7,16.40%,2.7,2.5,1.9,3.6,0.4,4,0.4,3.5,4,,,,,,,2,2,2.6,2.1,,2.7,0.5,27.7,2,2.5,2.1,14.7,11,29.2,23.6,5.6,1,-25,30.6,1.8,0.04,0.03,0.01,3,-0.6,0.61,3.1,2.1,0,1.8
215,"MADISON, WISCONSIN","MADISON, WI",6.20%,76.8,"248,856",11.50%,53.5,2.7,18.70%,3.1,3.1,2.9,8.2,0.3,4,0.8,1.2,4,102.5,4.1,2,6.5,9.5,4,3,4,3.2,3.4,1.6,3.6,2,52.6,3,3.5,3.1,10.3,23,48.4,42.9,5.4,1,-25,30.4,1.8,0.08,0.05,0.03,3,-0.6,0.63,3,2.1,0.5,3.2
317,"ROCHESTER, NEW YORK","ROCHESTER, NY",1.40%,35.8,"209,463",17.20%,7.4,0.4,14.80%,2.5,2.6,1.7,12.8,0.6,3,1,10.1,3,195,9.3,0,12.5,125.9,0,1.5,1.5,2.5,1.7,3.7,2.8,3.5,4.3,1,2.9,1.4,34.7,104,4.8,2.6,2.3,3,-15,17.3,1.8,0.02,0.01,0.01,3,-0.6,0.61,3.1,2.1,0.5,2.6
471,"SAVANNAH, GEORGIA","SAVANNAH, GA",2.40%,103.2,"145,094",7.80%,22.6,1.1,12.50%,2.1,2.4,1.8,25,1.7,1,1.2,9,4,,,,,,,0.5,2,1.9,1.4,,2,0.4,6.5,1,2,1.2,19,33,5.8,3.6,2.2,3,-15,17.2,1.8,0.04,0.01,0.02,3,-0.6,0.62,3.1,2.1,0,1.4
2456,"SCOTTS VALLEY, CALIFORNIA","SCOTTS VALLEY, CA",1.00%,4.6,"11,892",37.00%,2.2,0.1,14.80%,2.5,,1,0,0,5,0,0,5,,,,,,,2.5,2.5,,2,,,,27,2,,1.6,10,1,18,11.3,6.8,,,,,0.01,0.01,0,2,-0.05,0.05,2.1,2.1,0,1.7
188,"KINGSTON, NEW YORK","KINGSTON, NY",1.40%,7.5,"23,419",37.00%,3.7,0.2,12.80%,2.1,2.3,1.4,2.4,1,2,0,0,5,,,,,,,1,2.5,2.4,1.9,,2.2,0.4,10.3,1,2.3,1.3,10.7,3,5.3,3.1,2.2,3,-15,17.2,1.8,0.03,0,0.03,3,-0.6,0.63,3,2.1,0,1.4
493,"HARRISBURG, PENNSYLVANIA","HARRISBURG, PA",1.20%,8.1,"49,278",26.30%,3.3,0.2,14.80%,2.5,2.3,1.5,4.4,0.9,2,0,0,5,,,,,,,1,2.5,2.3,1.9,,2.2,0.4,15.3,1,2.5,1.3,25.5,13,14.1,15.8,-1.8,3,-15,13.2,2.5,0.02,0.01,0.02,2,-0.05,0.07,0.8,2.1,0,1.5
334,"SAN FRANCISCO, CALIFORNIA","SAN FRANCISCO, CA",8.30%,46.9,"864,263",12.60%,53.1,2.7,24.20%,4,3.1,3.3,31.6,0.4,4,2.4,1.2,4,,,,,,,2,2,2.3,2.1,,3.6,0.7,57.9,3,2.9,3,18,107,57.3,51.8,5.5,1,-25,30.5,1.8,0.1,0.06,0.04,3,-0.6,0.64,3,2.1,0,2.2
84,"CLEVELAND, OHIO","CLEVELAND, OH",0.80%,77.7,"388,812",11.50%,6.6,0.3,16.30%,2.7,2.7,1.8,36.2,0.9,2,0.2,2.1,4,,,,,,,1,2,2.4,1.7,,3.3,0.7,24.7,2,3,2.2,27.8,154,24.2,27.7,-3.4,2,-20,16.6,2.4,0.01,0,0.01,2,-0.05,0.06,1.2,2.1,0,1.7
25,"BARBERTON, OHIO","BARBERTON, OH",0.10%,9,"26,230",26.30%,0.2,0,16.40%,2.7,,1.1,1,0.4,4,0,0,5,,,,,,,2,2.5,,1.8,,,,16.4,1,,0.8,14.3,6,14.7,14.3,0.4,3,-15,15.4,2.1,0,0,0,1,-0.02,0.02,2,2.1,0,1.5
2173,"LAKE CHARLES, LOUISIANA","LAKE CHARLES, LA",0.90%,42.1,"75,194",12.60%,5.7,0.3,13.20%,2.2,,1,14.2,1.9,1,0.6,19.8,3,,,,,,,0.5,1.5,,0.8,,,,18.6,1,,0.8,20.3,16,19.3,20.5,-1.2,3,-15,13.8,2.4,0.02,0,0.01,2,-0.05,0.06,1.1,2.1,0,1.2
663,"MOBILE, ALABAMA","MOBILE, AL",0.20%,139.1,"192,085",7.80%,1.9,0.1,12.60%,2.1,2,1.3,26.6,1.4,2,1,84,1,,,,,,,1,0.5,1.7,0.9,,2,0.4,21.8,2,1.7,1.9,24.5,51,22.6,25,-2.5,2,-20,17.5,2.2,0,0,0,1,-0.02,0.02,1.7,2.1,0,1.3
5105,"FEDERAL WAY, WASHINGTON","FEDERAL WAY, WA",0.30%,22.3,"94,905",20.80%,1.1,0.1,15.10%,2.5,,1,5.8,0.6,3,0.2,19,3,25,2.6,3,0.5,47.6,3,3,3,,2.4,3,,2.4,21.1,2,,1.6,16.5,16,17,18.1,-1.1,3,-15,13.9,2.4,0,0,0,1,-0.02,0.02,1.1,2.1,0,1.9
175,"JACKSON, MISSISSIPPI","JACKSON, MS",0.10%,111,"170,393",7.80%,0.6,0,12.50%,2.1,1.7,1.2,23.4,1.4,2,0.2,50,2,,,,,,,1,1,1.9,1.2,,1.6,0.3,19.1,1,1.5,1.1,33,62,21.1,23.5,-2.3,2,-20,17.7,2.2,0,0,0,1,-0.02,0.02,1.7,2.1,0,1.2
71,"CHATTANOOGA, TENNESSEE","CHATTANOOGA, TN",0.50%,137.2,"176,291",7.80%,5.9,0.3,13.10%,2.2,2.4,1.5,26.8,1.5,2,0.8,22.2,3,,,,,,,1,1.5,2.6,1.5,,2.9,0.6,20.7,2,3.2,2.2,16.4,36,21.5,23.8,-2.3,2,-20,17.7,2.2,0.01,0,0,2,-0.05,0.05,1.7,2.1,0,1.6
19,"AURORA, COLORADO","AURORA, CO",0.20%,154.7,"357,323",6.40%,2.3,0.1,18.40%,3.1,2.6,1.8,23.8,0.7,3,0.6,21.5,3,,,,,,,1.5,1.5,2.6,1.7,,2.5,0.5,13.3,1,2.8,1.4,15.4,48,12.1,12.1,0,3,-15,15,2.2,0,0,0,1,-0.02,0.02,1.7,2.1,0,1.5
253,"NEW ORLEANS, LOUISIANA","NEW ORLEANS, LA",3.90%,169.4,"388,182",6.40%,53.6,2.7,13.80%,2.3,2.7,2.5,50.4,1.3,2,4.2,7.5,4,,,,,,,1,2,2,1.6,4.3,3,4,34.8,2,2.3,2.1,33.5,174,35.2,29,6.2,1,-25,31.2,1.7,0.05,0.03,0.02,3,-0.6,0.62,3,2.1,0.5,3
306,"REDWOOD CITY, CALIFORNIA","REDWOOD CITY, CA",2.80%,19.4,"84,368",26.30%,10.5,0.5,18.50%,3.1,2.4,1.9,2,0.2,4,0,0,5,,,,,,,2,2.5,2.3,2.3,,2.1,0.4,32.6,2,2.2,2,13.9,11,28.6,22.4,6.2,1,-25,31.2,1.7,0.04,0.01,0.04,3,-0.6,0.64,3,2.1,0,1.7
202,"LINCOLN, NEBRASKA","LINCOLN, NE",1.50%,89.1,"277,315",10.70%,13.2,0.7,18.00%,3,2.8,2,10,0.4,4,0.4,2,4,,,,,,,2,2,3.1,2.2,2.2,3.3,2.4,28.9,2,3.2,2.2,13.8,27,26.4,25.5,0.9,2,-20,20.9,1.7,0.02,0.01,0.01,3,-0.6,0.61,3.1,2.1,0.5,2.7
296,"PROVIDENCE, RHODE ISLAND","PROVIDENCE, RI",1.60%,18.4,"179,509",26.30%,5.9,0.3,16.60%,2.8,2.7,1.8,9.2,0.5,3,0,0,5,,,,,,,1.5,2.5,2.3,2.1,4.7,2.7,4.3,24.8,2,2.5,2.1,27.2,49,24.4,23.4,1,2,-20,21,1.7,0.02,0.01,0,3,-0.6,0.6,3.1,2.1,0.5,3
298,"PROVO, UTAH","PROVO, UT",3.20%,41.7,"116,199",12.60%,19.3,1,12.80%,2.1,2.7,1.8,3.8,0.3,4,1,6.5,4,,,,,,,2,2,2.6,2.1,,2.9,0.6,32.4,2,3.2,2.2,11,11,28.4,21.9,6.5,1,-25,31.5,1.7,0.04,0.02,0.02,3,-0.6,0.62,3.1,2,0,1.8
2073,"GRESHAM, OREGON","GRESHAM, OR",0.90%,23.2,"110,336",20.80%,3.6,0.2,15.60%,2.6,,1.1,4.6,0.4,4,0.4,10.7,3,,,,,,,2,1.5,,1.4,,,,20.9,2,,1.6,19.1,18,16.7,16.9,-0.2,3,-15,14.8,2.3,0.01,0,0.01,2,-0.05,0.06,1.4,2,0,1.5
97,"DALLAS, TEXAS","DALLAS, TX",0.30%,340.5,"1,300,122",5.70%,4.5,0.2,13.90%,2.3,2.5,1.5,171.2,1.3,2,1,6.8,4,,,,,,,1,2,2.2,1.6,,2.7,0.5,16.9,1,2.5,1.3,24.7,303,16,16,0,3,-15,15,2.2,0,0,0,1,-0.02,0.02,1.5,2,0,1.4
402,"WASHINGTON, DISTRICT OF COLUMBIA","WASHINGTON, DC",10.20%,61,"672,391",11.50%,81.4,4.1,18.70%,3.1,3.1,3.5,24.8,0.4,4,1,0.6,4,330,4.9,1,52.5,32.3,3,2.5,3.5,2.4,2.9,2.2,3.3,2.4,37.5,2,3,2.2,28.2,127,36.7,30.3,6.4,1,-25,31.4,1.7,0.12,0.08,0.04,3,-0.6,0.64,3,2,0.5,3.1
257,"NEWARK, NEW JERSEY","NEWARK, NJ",0.40%,24.2,"282,803",20.80%,1.5,0.1,11.10%,1.9,,0.8,23.6,0.8,3,0.8,30.2,2,,,,,,,1.5,1,,1,,,,19.3,1,,0.8,7.3,16,20.9,22.9,-2,2,-20,18,2.2,0,0,0,1,-0.02,0.02,1.6,2,0,1.2
169,"HUNTSVILLE, ALABAMA","HUNTSVILLE, AL",0.30%,209.1,"190,501",5.70%,4.7,0.2,13.80%,2.3,2.3,1.5,17.8,0.9,2,0,0,5,126.5,6.6,0,3.5,140.6,0,1,2.5,2,1.8,5.4,2.4,4.8,19.8,1,2.5,1.3,18.7,34,16.8,17.7,-0.8,3,-15,14.2,2.4,0.01,0,0.01,1,-0.02,0.03,1,2,0.5,2.8
291,"PORT CHESTER, NEW YORK","PORT CHESTER, NY",0.00%,2.3,"29,623",45.10%,0,0,12.70%,2.1,,0.8,0.6,0.2,4,0,,,,,,,,,2,,,0.8,,,,6.4,1,,0.8,11.1,3,5.4,8.1,-2.6,3,-15,12.4,2.7,0,0,0,,,,,2,0,1.1
2142,"JACKSON, TENNESSEE","JACKSON, TN",0.10%,53.7,"66,977",12.60%,1,0,11.90%,2,,0.8,5.8,0.9,3,0,0,5,,,,,,,1.5,2.5,,1.6,,,,15.8,1,,0.8,20,12,17.6,17.2,0.4,3,-15,15.4,2.1,0,0,0,1,-0.02,0.02,1.7,2,0,1.3
138,"FREMONT, CALIFORNIA","FREMONT, CA",0.70%,77.5,"230,964",11.50%,5.7,0.3,18.30%,3.1,2.3,1.8,10.6,0.5,4,0.6,12.5,3,,,,,,,2,1.5,2.6,1.9,,2.5,0.5,18.3,1,2.4,1.3,5.4,8,18.3,18.4,-0.1,3,-15,14.9,2.2,0.01,0,0.01,2,-0.05,0.06,1.4,2,0,1.5
631,"SHREVEPORT, LOUISIANA","SHREVEPORT, LA",0.30%,105.4,"196,217",7.80%,2.5,0.1,13.40%,2.2,2,1.3,22.2,1.1,2,0.6,30.5,2,,,,,,,1,1,1.9,1.2,,1.9,0.4,19.7,1,1.9,1.2,33.3,62,19.9,22.3,-2.5,2,-20,17.5,2.2,0,0,0,1,-0.02,0.02,1.3,2,0,1.2
217,"MARIETTA, GEORGIA","MARIETTA, GA",0.10%,23.1,"60,203",20.80%,0.4,0,15.50%,2.6,2.1,1.5,10.6,1.8,1,0.8,275.9,0,,,,,,,0.5,0,1.9,0.6,,1.5,0.3,8,1,2,1.2,9.9,7,6.3,6.2,0.1,3,-15,15.1,2.2,0,0,0,1,-0.02,0.02,1.5,2,0,1.1
94,"CORVALLIS, OREGON","CORVALLIS, OR",15.30%,14.1,"56,224",26.30%,48.6,2.4,17.30%,2.9,2.9,2.7,1.4,0.2,4,0,0,5,,,,,,,2,2.5,3.3,2.5,0.6,3.4,1.2,38.1,2,3.7,2.3,11.6,5,38.1,31.2,6.9,1,-25,31.9,1.7,0.17,0.14,0.03,3,-0.6,0.63,3,2,0.5,2.6
330,"SAN ANTONIO, TEXAS","SAN ANTONIO, TX",0.20%,460.9,"1,461,623",5.70%,4.3,0.2,13.70%,2.3,2.4,1.5,162.2,1.1,2,4,26.6,2,,,,,,,1,1,2.1,1.2,,2.9,0.6,25.1,2,2.7,2.1,20.6,217,23.3,25.4,-2.1,2,-20,17.9,2.2,0,0,0,1,-0.02,0.02,1.5,2,0,1.5
1809,"BANGOR, MAINE","BANGOR, ME",0.20%,34.3,"32,237",17.20%,1,0,13.50%,2.3,2.2,1.4,1.4,0.4,4,0,0,5,,,,,,,2,2.5,2.4,2.3,,1.8,0.4,31.8,2,2.3,2.1,7.7,2,27.1,15.4,11.7,,,,,0,0,0,1,-0.02,0.02,2,2,0,1.6
100,"DELAWARE, OHIO","DELAWARE, OH",0.20%,19,"38,193",26.30%,0.6,0,17.60%,2.9,,1.2,1.8,0.5,3,0,0,5,,,,,,,1.5,2.5,,1.6,,,,22.8,2,,1.6,3.8,1,22.8,10.3,12.6,,,,,0,0,0,1,-0.02,0.02,2,2,0,1.6
195,"LAS VEGAS, NEVADA","LAS VEGAS, NV",0.40%,135.8,"621,662",7.80%,4.7,0.2,15.00%,2.5,2.5,1.6,46.2,0.7,3,1.6,15.6,3,,,,,,,1.5,1.5,2,1.6,,2.3,0.5,20.2,2,2.6,2.1,17.9,95,21.4,23.8,-2.4,2,-20,17.6,2.2,0.01,0,0,1,-0.02,0.02,1.3,2,0,1.6
994,"BELLA VISTA, ARKANSAS","BELLA VISTA, AR",0.30%,44.3,"28,092",12.60%,1.7,0.1,13.10%,2.2,2,1.3,1.8,0.6,3,0,0,5,,,,,,,1.5,2.5,3.3,2.3,4.3,3,4,40.8,3,3.1,3,7.7,2,28.6,17.3,11.3,,,,,0,0,0,1,-0.02,0.02,2,2,0.5,3
583,"STERLING HEIGHTS, MICHIGAN","STERLING HEIGHTS, MI",0.10%,36.5,"131,996",17.20%,0.4,0,17.80%,3,2,1.6,6.8,0.5,3,0,0,5,,,,,,,1.5,2.5,2.8,2.2,,1.7,0.3,13.6,1,2.5,1.3,4,4,14.7,14,0.6,,,,,0,0,0,1,-0.02,0.02,2,2,0,1.5
699,"SOUTHAVEN, MISSISSIPPI","SOUTHAVEN, MS",0.10%,41.2,"52,434",12.60%,0.4,0,13.00%,2.2,,0.9,4.2,0.8,3,0,0,5,,,,,,,1.5,2.5,,1.6,,,,26.8,2,,1.6,2.6,1,21,34.9,-13.9,,,,,0,0,0,1,-0.02,0.02,2,2,0,1.5
9053,"REVERE, MASSACHUSETTS","REVERE, MA",0.50%,5.7,"53,864",37.00%,1.1,0.1,16.10%,2.7,,1.1,1.2,0.2,4,0,0,5,,,,,,,2,2.5,,1.8,0.5,,0.4,5.9,1,,0.8,8.6,5,6.8,5,1.8,3,-15,16.8,1.9,0,0.01,0,1,-0.02,0.02,2.3,2,0,1.2
1564,"MACON, GEORGIA","MACON, GA",0.10%,,"153,621",,,,12.10%,2,1.9,1.2,23,1.5,2,0.2,54.1,1,,,,,,,1,0.5,1.7,0.9,,2.2,0.4,8.8,1,1.9,1.2,29.5,31,5.2,4.6,0.6,3,-15,15.6,2.1,0,0,0,1,-0.02,0.02,1.7,2,0,1.1
119,"EUGENE, OREGON","EUGENE, OR",7.90%,43.7,"163,135",12.60%,48.1,2.4,17.20%,2.9,3.1,2.7,5.2,0.3,4,0.4,0.8,4,21,1.3,4,1.5,3,4,4,4,3,3.8,4,3.4,3.8,25.9,2,3.4,2.3,5.8,8,22.1,20.8,1.3,2,-20,21.3,1.7,0.1,0.06,0.04,3,-0.6,0.64,3,2,0.5,3.4
382,"TOLEDO, OHIO","TOLEDO, OH",0.20%,80.7,"279,455",10.70%,1.7,0.1,16.00%,2.7,2.5,1.6,23.6,0.8,3,0.6,28.4,2,,,,,,,1.5,1,2.2,1.4,,2.5,0.5,15.5,1,2.5,1.3,24,78,16.8,16.5,0.3,3,-15,15.3,2.2,0,0,0,1,-0.02,0.02,1.5,2,0,1.4
305,"REDMOND, WASHINGTON","REDMOND, WA",1.40%,16.3,"60,712",26.30%,4.9,0.2,17.80%,3,2.4,1.8,2,0.3,4,0.2,5.4,4,,,,,,,2,2,2.8,2.2,,2.8,0.6,27.7,2,3.3,2.3,9.1,7,23,21.5,1.5,2,-20,21.5,1.6,0.02,0.01,0.01,3,-0.6,0.61,3.1,2,0,1.7
156,"HICKORY, NORTH CAROLINA","HICKORY, NC",0.30%,29.7,"40,157",20.80%,1.6,0.1,11.90%,2,,0.8,5.4,1.3,2,0.2,34.5,2,,,,,,,1,1,,0.8,,,,6.6,1,,0.8,13.7,10,5.8,3.9,1.9,3,-15,16.9,1.9,0,0.01,0,1,-0.02,0.02,2.3,2,0,1.1
1255,"HOOVER, ALABAMA","HOOVER, AL",0.00%,47.2,"84,150",12.60%,0.2,0,15.30%,2.5,,1,6,0.7,3,0,0,5,,,,,,,1.5,2.5,,1.6,,,,18.3,1,,0.8,7.4,9,14.2,16.5,-2.3,3,-15,12.7,2.6,0,0,0,,,,,2,0,1.4
5086,"BILLINGS, MONTANA","BILLINGS, MT",0.70%,43.4,"109,082",12.60%,4.1,0.2,16.30%,2.7,2.4,1.7,4.4,0.4,4,0.4,11.6,3,,,,,,,2,1.5,2.4,1.9,1.6,2.4,1.8,27.9,2,2.7,2.1,10.8,10,27.5,24.9,2.7,1,-25,27.7,2.1,0.01,0,0,2,-0.05,0.05,1.6,2,0.5,2.4
335,"SAN JOSE, CALIFORNIA","SAN JOSE, CA",1.00%,176.5,"1,023,031",6.40%,14.4,0.7,16.90%,2.8,3,2,55.4,0.5,3,3.4,7.5,4,,,,,,,1.5,2,2.5,1.9,,3.3,0.7,18.2,1,3.2,1.4,14,106,19,18.8,0.2,3,-15,15.2,2.2,0.01,0.01,0.01,2,-0.05,0.06,1.4,2,0,1.6
8815,"PINE BLUFF, ARKANSAS","PINE BLUFF, AR",0.00%,44.6,"44,509",12.60%,0,0,11.30%,1.9,,0.8,4.6,1,2,0,,,,,,,,,1,,,0.4,,,,34.4,2,,1.6,32.2,19,28.7,31.1,-2.4,1,-25,22.6,2.6,0,0,0,,,,,2,0,1.2
199,"LEXINGTON, KENTUCKY","LEXINGTON, KY",0.80%,283.6,"315,109",5.70%,13.9,0.7,14.90%,2.5,2.3,1.7,31.6,1,2,0.4,3.4,4,,,,,,,1,2,2.4,1.7,,2.9,0.6,9.9,1,2.7,1.3,10,21,9.2,8.8,0.5,3,-15,15.5,2.1,0.01,0.01,0.01,2,-0.05,0.06,1.5,2,0,1.5
356,"SOMERVILLE, MASSACHUSETTS","SOMERVILLE, MA",13.40%,4.1,"79,983",37.00%,29.9,1.5,29.90%,5,3.2,3.2,0.4,0.1,4,0,0,5,,,,,,,2,2.5,2.5,2.3,,2.9,0.6,10.9,1,2.8,1.4,14.3,14,10.9,7.8,3.1,3,-15,18.1,1.6,0.15,0.11,0.04,3,-0.6,0.64,3,2,0,1.9
6854,"GARY, INDIANA","GARY, IN",0.20%,49.9,"77,416",12.60%,1.2,0.1,15.50%,2.6,,1.1,14.6,1.9,1,0,0,5,,,,,,,0.5,2.5,,1.2,,,,41.2,3,,2.4,23.7,28,36.2,33.8,2.4,1,-25,27.4,2.1,0,0,0,1,-0.02,0.02,1.5,2,0,1.7
416,"WILMINGTON, DELAWARE","WILMINGTON, DE",1.00%,10.9,"71,276",26.30%,2.9,0.1,15.00%,2.5,2.3,1.5,5.2,0.7,3,0,0,5,,,,,,,1.5,2.5,2.4,2.1,,2.4,0.5,33.9,2,2.5,2.1,33.8,27,36,33.4,2.6,1,-25,27.6,2.1,0.01,0.01,0.01,2,-0.05,0.06,1.5,2,0,1.6
233,"MILWAUKEE, WISCONSIN","MILWAUKEE, WI",1.20%,96.1,"599,086",10.70%,10.9,0.5,16.30%,2.7,2.9,1.9,55.4,0.9,2,0.6,2.3,4,343.5,5.7,1,9,34,3,1.5,3.5,2.7,2.5,3,3.2,3,28.3,2,3,2.2,28.2,197,31,29.6,1.4,1,-25,26.4,2.2,0.02,0.01,0.01,2,-0.05,0.06,1.1,2,0.5,2.8
2298,"MOUNT VERNON, NEW YORK","MOUNT VERNON, NY",0.20%,4.4,"68,671",37.00%,0.5,0,15.90%,2.6,,1.1,1,0.1,4,0,0,5,,,,,,,2,2.5,,1.8,,,,2.6,1,,0.8,20.8,16,3.1,1.9,1.1,3,-15,16.1,2,0,0,0,1,-0.02,0.02,1.8,2,0,1.4
225,"MEMPHIS, TENNESSEE","MEMPHIS, TN",0.20%,315.1,"654,723",5.70%,4.3,0.2,13.60%,2.3,2.4,1.5,100.2,1.5,2,1.4,21.5,3,710.5,10.9,0,5,76.7,1,1,2,2.4,1.7,5.5,3,5,5.2,1,2.9,1.4,31.8,179,5.8,5.5,0.3,3,-15,15.3,2.2,0,0,0,1,-0.02,0.02,1.3,1.9,0.5,2.8
124,"FARGO, NORTH DAKOTA","FARGO, ND",1.00%,48.8,"118,099",12.60%,6.4,0.3,18.60%,3.1,2.7,1.9,2.2,0.2,4,0.4,6.5,4,,,,,,,2,2,2.6,2.1,,3,0.6,45.7,3,2.9,3,14.8,13,48.9,46.9,2,1,-25,27,2.2,0.01,0,0.01,2,-0.05,0.06,1.2,1.9,0,1.9
32,"BIRMINGHAM, ALABAMA","BIRMINGHAM, AL",0.30%,146.1,"212,265",7.80%,4.3,0.2,13.30%,2.2,2.2,1.4,37.8,1.8,1,0.2,6.8,4,,,,,,,0.5,2,2,1.4,,2.4,0.5,22,2,2.4,2.1,32.7,144,21.7,23.6,-1.9,2,-20,18.1,2.1,0.01,0,0,1,-0.02,0.02,1.3,1.9,0,1.5
2068,"GREAT FALLS, MONTANA","GREAT FALLS, MT",0.50%,21.8,"59,144",20.80%,2,0.1,15.80%,2.6,,1.1,1.2,0.2,4,0,0,5,,,,,,,2,2.5,,1.8,,,,35.3,2,,1.6,12.1,8,35,32.1,2.9,1,-25,27.9,2.1,0.01,0,0.01,2,-0.05,0.06,1.5,1.9,0,1.6
2926,"CAMDEN, NEW JERSEY","CAMDEN, NJ",0.60%,8.9,"75,550",26.30%,1.7,0.1,13.00%,2.2,1.8,1.3,6.4,0.8,3,0,0,5,,,,,,,1.5,2.5,2.4,2.1,,1.9,0.4,30.2,2,2,2,22.9,16,27.9,25.7,2.2,1,-25,27.2,2.2,0.01,0,0.01,2,-0.05,0.06,1.2,1.9,0,1.5
820,"LENEXA, KANSAS","LENEXA, KS",0.20%,34.1,"52,030",17.20%,0.9,0,18.90%,3.1,2.2,1.7,5,1,2,0,0,5,12.5,2.4,3,0.5,111.1,1,2.5,3,2.3,2.7,1.8,1.8,1.8,27.6,2,2.3,2.1,5.7,4,23.4,24.8,-1.3,2,-20,18.7,2.1,0,0,0,1,-0.02,0.02,1.5,1.9,0.5,2.5
210,"LOS ANGELES, CALIFORNIA","LOS ANGELES, CA",1.40%,468.7,"3,949,776",5.70%,24.6,1.2,16.20%,2.7,2.8,2.1,256.2,0.6,3,15.2,7,4,,,,,,,1.5,2,1.9,1.8,,2.8,0.6,23.1,2,2.5,2.1,23.4,675,23.8,21.7,2.1,2,-20,22.1,1.5,0.02,0.01,0.01,3,-0.6,0.61,3.1,1.9,0,1.7
211,"LOUISVILLE, KENTUCKY","LOUISVILLE, KY",0.40%,325.2,"615,478",5.70%,7.3,0.4,14.70%,2.4,2.4,1.6,81.2,1.3,2,1.6,14.3,3,,,,,,,1,1.5,2.3,1.5,,3.2,0.6,8.1,1,3.1,1.4,6.9,35,7.1,6.6,0.5,3,-15,15.5,2.1,0.01,0,0,1,-0.02,0.02,1.3,1.9,0,1.4
2564,"WATERBURY, CONNECTICUT","WATERBURY, CT",0.00%,28.5,"109,250",20.80%,0,0,13.90%,2.3,,0.9,12.6,1.2,2,0.2,1000,0,,,,,,,1,0,,0.4,,,,11.9,1,,0.8,27.3,24,13.2,15,-1.8,3,-15,13.2,2.6,0,0,0,,,,,1.9,0,1
302,"RALEIGH, NORTH CAROLINA","RALEIGH, NC",0.50%,142.9,"449,477",7.80%,5.7,0.3,14.90%,2.5,2.7,1.6,34.2,0.8,3,0.8,8.1,4,,,,,,,1.5,2,2.4,1.9,,2.8,0.6,13,1,3,1.4,15.6,41,10.9,10,0.9,3,-15,15.9,2.1,0.01,0,0,1,-0.02,0.02,1.5,1.9,0,1.5
331,"SAN BERNARDINO, CALIFORNIA","SAN BERNARDINO, CA",0.50%,59.2,"215,252",12.60%,3.7,0.2,11.40%,1.9,,0.8,29.4,1.4,2,1.2,36.9,2,,,,,,,1,1,,0.8,,,,14.2,1,,0.8,15.3,37,15.7,14.7,1,3,-15,16,2,0.01,0,0,1,-0.02,0.02,1.5,1.9,0,1.1
27,"BATON ROUGE, LOUISIANA","BATON ROUGE, LA",0.70%,76.9,"227,549",11.50%,6.1,0.3,14.30%,2.4,2.3,1.5,40.2,1.8,1,1.8,26.6,2,,,,,,,0.5,1,1.6,0.9,,2,0.4,20.1,2,2,2,27.1,64,20.5,21.7,-1.3,2,-20,18.7,2.1,0.01,0,0.01,2,-0.05,0.06,1.4,1.9,0,1.3
2149,"JOLIET, ILLINOIS","JOLIET, IL",0.10%,62.1,"148,172",11.50%,0.9,0,18.70%,3.1,,1.3,5.6,0.4,4,0.2,26.7,2,,,,,,,2,1,,1.2,,,,28.5,2,,1.6,16.2,25,23.8,24.9,-1.1,2,-20,18.9,2,0,0,0,1,-0.02,0.02,1.5,1.9,0,1.5
304,"REDLANDS, CALIFORNIA","REDLANDS, CA",1.10%,36.1,"70,765",17.20%,5.8,0.3,13.30%,2.2,2.5,1.5,4.2,0.6,3,0,0,5,,,,,,,1.5,2.5,2.9,2.2,,3.1,0.6,22.5,2,2.8,2.2,13.3,10,20.7,23.2,-2.5,2,-20,17.5,2.2,0.02,0,0.02,2,-0.05,0.07,0.8,1.9,0,1.7
