Places_ID_2019,City,City_Alt,ACS Bike-to-Work Mode Share,Land Area, Population ,ACS Target,ACS Normalized Score,ACS Ridership Points,SMS Recreation Riding,SMS Points,Community Survey Ridership Score,Total ridership score,Average Fatalities All Mode,All Mode Fatality Rate,All Mode Fatality Points,Average Fatalities Bike,Bike Fatality Rate,Bike Fatality Points,All Mode Injuries,All Mode Injury Rate,All Mode Injury Points,Bike Injuries,Bike Injury Rate,Bike Injury Points,All mode safety points,Bike Safety Points,Community Survey Safety Score,Total Safety Points,City Snapshot Points,Community Survey Acceleration Score,Total Acceleration Points,BNA,BNA Points,Community Survey Network Score,Total Nework Points,Percent Communities of Concern,Number Underserved Communities,Average BNA,BNA Underserved Communities,BNA Gap,BNA Tier,BNA Target,Distance,BNA Points,ACS Bike-to-Work Mode Share Men,ACS Bike-to-Work Mode Share Women,ACS Gap,ACS Tier,ACS_Target,Distance,ACS Points,Total Reach Points,Bonus,Total Ponts
1089,"MURFREESBORO, TENNESSEE","MURFREESBORO, TN",0.50%,55.3,"126,188",12.60%,3.6,0.2,14.30%,2.4,2,1.4,10.2,0.8,3,0.2,6.4,4,,,,,,,1.5,2,2,1.8,,1.6,0.3,24.4,2,1.8,2,14.1,10,19.5,25.8,-6.4,3,-15,8.6,3.4,0.01,0,0.01,2,-0.05,0.06,1.5,2.9,0,1.7
123,"FALMOUTH, MASSACHUSETTS","FALMOUTH, MA",4.80%,2.1,"3,619",45.10%,9.4,0.5,12.20%,2,2.7,1.5,2.6,7.2,0,0,0,5,,,,,,,0,2.5,2.9,1.6,,2.6,0.5,19.5,1,2.8,1.4,0,0,16.9,,,,,,,0.08,0.01,0.07,3,-0.6,0.67,2.9,2.9,0,1.6
420,"WINTHROP, WASHINGTON","WINTHROP, WA",4.70%,0.9,411,51.00%,8.7,0.4,11.50%,1.9,,0.9,0,0,5,0,0,5,,,,,,,2.5,2.5,,2,,,,20.7,2,,1.6,0,0,20.1,,,,,,,0.08,0,0.08,3,-0.6,0.68,2.9,2.9,0,1.9
303,"REDDING, CALIFORNIA","REDDING, CA",1.20%,59.6,"91,236",12.60%,9.7,0.5,13.80%,2.3,2.4,1.6,8,0.9,2,0.6,14.3,3,,,,,,,1,1.5,2.4,1.5,,3.1,0.6,17.1,1,3.2,1.4,8.4,7,14.9,18,-3.1,3,-15,11.9,2.8,0.02,0.01,0.01,3,-0.6,0.61,3.1,2.9,0,1.6
415,"WICHITA, KANSAS","WICHITA, KS",0.40%,159.3,"389,054",6.40%,4.8,0.2,18.10%,3,2.5,1.8,34.6,0.9,2,0.6,9.5,3,,,,,,,1,1.5,2.5,1.5,,2.9,0.6,27.5,2,2.6,2.1,18.9,63,30.5,40.9,-10.5,1,-25,14.5,3.5,0.01,0,0.01,1,-0.02,0.03,1,2.9,0,1.8
39,"BOULDER, COLORADO","BOULDER, CO",15.30%,24.7,"106,271",20.80%,64.5,3.2,17.90%,3,3.4,3.2,1.6,0.2,4,0.4,0.7,4,60,5.6,1,21.5,35.9,3,2.5,3.5,2.9,3,2.9,3.5,3,61.6,4,4.3,4.1,4.3,4,52.4,51,1.4,,,,,0.19,0.11,0.09,3,-0.6,0.69,2.9,2.9,0.5,3.7
337,"SANTA BARBARA, CALIFORNIA","SANTA BARBARA, CA",5.40%,19.5,"91,443",26.30%,20.2,1,15.60%,2.6,2.7,2,3.8,0.4,4,0.2,0.9,4,39,4.3,1,13,60.3,2,2.5,3,2.7,2.7,3.2,3.5,3.3,23.6,2,3,2.2,15.1,16,22.9,29,-6,2,-20,14,2.8,0.08,0.02,0.06,3,-0.6,0.66,3,2.8,0.5,3.1
300,"QUINCY, ILLINOIS","QUINCY, IL",0.50%,15.9,"40,587",26.30%,1.8,0.1,16.80%,2.8,2,1.6,2.6,0.6,3,0,0,5,,,,,,,1.5,2.5,2.6,2.1,,2.2,0.4,55,3,1.9,2.8,9.3,4,55.2,63.5,-8.3,1,-25,16.7,3.3,0.01,0,0,2,-0.05,0.05,1.6,2.8,0,2
757,"FORT SMITH, ARKANSAS","FORT SMITH, AR",0.20%,62,"87,537",11.50%,1.8,0.1,12.40%,2.1,2,1.3,6.2,0.7,3,0,0,5,,,,,,,1.5,2.5,2.2,2,,2.1,0.4,27.7,2,2.3,2.1,10.8,9,27.9,36.4,-8.5,1,-25,16.5,3.3,0,0,0,1,-0.02,0.02,1.5,2.8,0,1.7
45117,"QUEENS, NEW YORK","QUEENS, NY",1.30%,108.5,"2,339,280",7.80%,12.6,0.6,15.30%,2.6,2.8,1.8,77,0.3,4,4,7.1,4,900.5,3.8,2,51.5,91,1,3,2.5,2.3,2.7,2.7,2.7,2.7,46.1,3,2.3,2.9,14.2,249,47,50.5,-3.5,1,-25,21.5,2.8,0.02,0.01,0.01,3,-0.6,0.61,3.1,2.8,0.5,3.1
21,"AVENTURA, FLORIDA","AVENTURA, FL",0.60%,2.7,"37,875",45.10%,1.1,0.1,16.80%,2.8,,1.1,1.6,0.4,4,0,0,5,,,,,,,2,2.5,,1.8,,,,10,1,,0.8,7.9,3,8.2,13.9,-5.7,3,-15,9.3,3.3,0.01,0,0.01,2,-0.05,0.06,1.5,2.8,0,1.6
828,"MOUNT PLEASANT, SOUTH CAROLINA","MOUNT PLEASANT, SC",0.70%,45.1,"80,661",12.60%,4.3,0.2,13.90%,2.3,2.1,1.4,4.2,0.5,3,0,0,5,,,,,,,1.5,2.5,2.2,2,,1.6,0.3,20.8,2,1.6,1.9,11.1,4,22.8,31.3,-8.5,2,-20,11.5,3.2,0.01,0.01,0,2,-0.05,0.05,1.7,2.8,0,1.7
11,"ANN ARBOR, MICHIGAN","ANN ARBOR, MI",6.70%,27.8,"119,303",20.80%,30.6,1.5,17.50%,2.9,2.9,2.4,3.6,0.3,4,0.6,2.3,4,34,2.8,3,3.5,13.2,4,3.5,4,2.4,3.5,1.5,2.6,1.7,35,2,3.1,2.2,8.5,9,32.5,35.6,-3.1,1,-25,21.9,2.7,0.09,0.05,0.04,3,-0.6,0.64,3,2.8,0.5,3
650,"FITCHBURG, WISCONSIN","FITCHBURG, WI",0.90%,35,"27,914",17.20%,4.5,0.2,19.20%,3.2,2.8,1.9,1,0.4,4,0,0,5,13,4.7,1,2,173.9,0,2.5,2.5,3.4,2.7,1.7,3.1,1.9,37.1,2,3.3,2.3,25.6,10,34.3,43.7,-9.4,1,-25,15.6,3.4,0.01,0,0.01,2,-0.05,0.06,1,2.8,0.5,2.8
142,"GRAND ISLAND, NEBRASKA","GRAND ISLAND, NE",0.70%,28.4,"51,042",20.80%,3.4,0.2,16.50%,2.7,,1.2,3.4,0.7,3,0,0,5,,,,,,,1.5,2.5,,1.6,,,,20.4,2,,1.6,6.8,3,17,22.6,-5.6,3,-15,9.4,3.3,0.01,0,0.01,2,-0.05,0.06,1.3,2.8,0,1.8
392,"VENTURA, CALIFORNIA","VENTURA, CA",1.10%,21.7,"110,153",20.80%,4.4,0.2,14.40%,2.4,2.6,1.6,8.8,0.8,3,0.6,11.6,3,25.5,2.3,3,4.5,87.2,1,3,2,2.6,2.5,3.2,2.8,3.1,29.4,2,2.7,2.1,6.7,5,28.2,36.9,-8.7,1,-25,16.3,3.3,0.02,0.01,0.01,2,-0.05,0.06,1.2,2.8,0.5,2.9
2500,"STANFORD, CALIFORNIA","STANFORD, CA",62.90%,2.7,"15,277",45.10%,100,5,18.20%,3,,3.2,0,0,5,0,0,5,,,,,,,2.5,2.5,,2,,,,38.2,2,,1.6,0,0,24.1,,,,,,,0.68,0.56,0.12,3,-0.6,0.72,2.8,2.8,0,2.4
274,"OREM, UTAH","OREM, UT",1.40%,18.3,"94,420",26.30%,5.2,0.3,13.80%,2.3,2.4,1.5,1.8,0.2,4,0.2,3.5,4,,,,,,,2,2,2.5,2.1,,2.1,0.4,32,2,2.7,2.1,5.9,5,26.7,29.1,-2.4,1,-25,22.6,2.6,0.02,0.01,0.01,3,-0.6,0.61,3.1,2.7,0,1.8
378,"TAMPA, FLORIDA","TAMPA, FL",1.50%,113.4,"368,087",7.80%,14.9,0.7,13.70%,2.3,2.4,1.7,50,1.4,2,3.8,16.5,3,,,,,,,1,1.5,2,1.4,,2.2,0.4,13.1,1,2.4,1.3,25.3,110,10.4,12.6,-2.2,3,-15,12.8,2.6,0.02,0.01,0.01,3,-0.6,0.61,3.1,2.7,0,1.5
1119,"RUTLAND, VERMONT","RUTLAND, VT",0.30%,7.6,"15,740",37.00%,0.8,0,13.20%,2.2,,0.9,0.6,0.4,4,0,0,5,,,,,,,2,2.5,,1.8,,,,40.8,3,,2.4,5.6,1,40.1,46.3,-6.1,,,,,0,0.01,-0.01,1,-0.02,0.01,2.7,2.7,0,2
1527,"INDEPENDENCE, MISSOURI","INDEPENDENCE, MO",0.10%,77.6,"117,369",11.50%,0.7,0,17.90%,3,,1.2,11.2,1,2,0,0,5,,,,,,,1,2.5,,1.4,,,,26.1,2,,1.6,11.5,15,23.2,30.7,-7.5,2,-20,12.5,3,0,0,0,1,-0.02,0.02,1.8,2.7,0,1.7
62,"CARROLLTON, GEORGIA","CARROLLTON, GA",0.40%,22.3,"26,054",20.80%,1.8,0.1,9.70%,1.6,,0.7,4.6,1.8,1,0.2,43.5,2,,,,,,,0.5,1,,0.6,2.2,,1.8,18.1,1,,0.8,20.8,5,10.7,14.3,-3.6,3,-15,11.4,2.9,0,0.01,0,1,-0.02,0.02,2.2,2.7,0,1.3
469,"LANSING, MICHIGAN","LANSING, MI",0.80%,36,"115,222",17.20%,4.2,0.2,17.20%,2.9,2.5,1.7,7.6,0.7,3,0.2,5.4,4,,,,,,,1.5,2,2.4,1.9,,2.4,0.5,26,2,2.7,2.1,19.2,29,24.9,33.3,-8.4,2,-20,11.6,3.2,0.01,0,0.01,2,-0.05,0.06,1.3,2.7,0,1.8
678,"AURORA, ILLINOIS","AURORA, IL",0.30%,44.9,"200,946",12.60%,1.6,0.1,19.60%,3.3,,1.3,7,0.3,4,0.4,17.5,3,,,,,,,2,1.5,,1.4,,,,49.3,3,,2.4,15.6,23,43.8,50,-6.3,1,-25,18.7,3,0,0,0,1,-0.02,0.02,1.7,2.7,0,2
1038,"GOOSE CREEK, SOUTH CAROLINA","GOOSE CREEK, SC",0.20%,40.1,"41,040",12.60%,1.5,0.1,13.70%,2.3,1.8,1.3,3.4,0.8,3,0,0,5,,,,,,,1.5,2.5,2.1,2,,1.4,0.3,19,1,1.9,1.2,9.1,4,16.6,21.5,-4.9,3,-15,10.1,3.1,0,0,0,1,-0.02,0.02,1.4,2.7,0,1.5
644,"CHARLESTON, WEST VIRGINIA","CHARLESTON, WV",0.50%,31.5,"49,384",17.20%,2.7,0.1,13.60%,2.3,2.2,1.4,6.6,1.3,2,0.2,19,3,,,,,,,1,1.5,1.9,1.4,,2.1,0.4,21.4,2,2,2,12.9,9,18.3,23.4,-5.1,3,-15,9.9,3.2,0.01,0,0.01,2,-0.05,0.06,1.3,2.7,0,1.6
386,"TROY, OHIO","TROY, OH",0.20%,11.7,"25,694",26.30%,0.7,0,16.10%,2.7,,1.1,0.4,0.2,4,0,0,5,,,,,,,2,2.5,,1.8,,,,43.8,3,,2.4,3.8,1,42,69.3,-27.3,,,,,0,0.01,-0.01,1,-0.02,0.01,2.7,2.7,0,2
183,"KANSAS CITY, KANSAS","KANSAS CITY, KS",0.20%,124.8,"151,042",7.80%,2.4,0.1,16.20%,2.7,,1.1,19.2,1.3,2,0.2,14.4,3,,,,,,,1,1.5,,1,,,,32.4,2,,1.6,20.2,36,32.4,38.9,-6.4,1,-25,18.6,3.1,0,0,0,1,-0.02,0.02,1.5,2.7,0,1.6
851,"SANTA MARIA, CALIFORNIA","SANTA MARIA, CA",0.70%,22.8,"104,791",20.80%,2.7,0.1,11.20%,1.9,2.2,1.2,2.6,0.2,4,0.4,14.1,3,33,3.1,3,4.5,158.5,0,3.5,1.5,2,2.4,1.7,1.8,1.7,70.2,4,2.1,3.6,12.7,9,66,73,-7,1,-25,18,3.1,0.01,0,0.01,2,-0.05,0.06,1.3,2.7,0.5,2.8
350,"SHAWNEE, KANSAS","SHAWNEE, KS",0.20%,41.9,"64,840",12.60%,1.4,0.1,24.90%,4.2,2,2.1,2.8,0.4,4,0,0,5,,,,,,,2,2.5,2.7,2.3,,2.3,0.5,30.1,2,2.4,2.1,5.9,4,28.5,33,-4.5,1,-25,20.5,2.9,0,0,0,1,-0.02,0.02,2,2.6,0,1.9
326,"SAINT PETERSBURG, FLORIDA","SAINT PETERSBURG, FL",1.50%,61.7,"256,031",11.50%,12,0.6,15.10%,2.5,2.5,1.8,27.8,1.1,2,0.8,4.7,4,,,,,,,1,2,2.5,1.7,,2.8,0.6,9.8,1,2.4,1.3,15.1,40,8.8,10.2,-1.5,3,-15,13.5,2.5,0.02,0.01,0.01,3,-0.6,0.61,3.1,2.6,0,1.6
294,"PORTLAND, MAINE","PORTLAND, ME",3.00%,21.3,"66,715",20.80%,11.6,0.6,14.70%,2.5,,1.2,2.6,0.4,4,0,0,5,653,97.9,0,28,320,0,2,2.5,,1.8,1.8,,1.4,21.5,2,,1.6,10.2,6,21.7,25.7,-4,2,-20,16,2.5,0.04,0.02,0.02,3,-0.6,0.62,3.1,2.6,0,1.7
474,"ATHENS, GEORGIA","ATHENS, GA",1.50%,116.4,"122,292",7.80%,15,0.7,11.70%,1.9,2.4,1.6,10,0.8,3,1,14.1,3,,,,,,,1.5,1.5,2.2,1.6,1.8,2.7,1.9,11.3,1,2.8,1.4,15.4,12,8.4,9.8,-1.4,3,-15,13.6,2.5,0.02,0.01,0.01,3,-0.6,0.61,3.1,2.6,0.5,2.3
808,"FAIRBANKS, ALASKA","FAIRBANKS, AK",1.20%,31.7,"31,853",17.20%,6.1,0.3,14.20%,2.4,2.5,1.6,5.4,1.7,2,0,0,5,,,,,,,1,2.5,2.6,1.9,,2.5,0.5,22.2,2,2.9,2.2,10.5,4,21.3,25,-3.8,2,-20,16.2,2.5,0.01,0.01,0,3,-0.6,0.6,3.1,2.6,0,1.8
3278,"EMMAUS, PENNSYLVANIA","EMMAUS, PA",0.60%,2.9,"11,360",45.10%,1.3,0.1,14.60%,2.4,,1,0.4,0.4,4,0,0,5,,,,,,,2,2.5,,1.8,,,,44.8,3,,2.4,9.1,1,56,67.5,-11.4,,,,,0,0.01,-0.01,2,-0.05,0.04,2.6,2.6,0,2
3,"ALEXANDRIA, VIRGINIA","ALEXANDRIA, VA",1.90%,15,"154,710",26.30%,6.1,0.3,21.50%,3.6,2.6,2.1,3,0.2,4,0,0,5,,,,,,,2,2.5,2.7,2.3,,2.8,0.6,37.2,2,2.7,2.1,12.5,17,34.8,35.3,-0.5,1,-25,24.5,2.4,0.03,0.01,0.02,3,-0.6,0.62,3.1,2.6,0,1.9
190,"LA CROSSE, WISCONSIN","LA CROSSE, WI",3.70%,20.5,"51,928",20.80%,14.1,0.7,16.00%,2.7,2.8,1.9,1.6,0.3,4,0,0,5,,,,,,,2,2.5,2.9,2.4,,3.4,0.7,54.2,3,3.6,3.1,6.3,4,44.5,45,-0.6,1,-25,24.4,2.4,0.05,0.02,0.03,3,-0.6,0.63,3,2.6,0,2.1
388,"TULSA, OKLAHOMA","TULSA, OK",0.30%,196.8,"401,352",6.40%,4.6,0.2,14.10%,2.4,2.5,1.5,48.2,1.2,2,0.2,3.9,4,,,,,,,1,2,2.2,1.6,,3,0.6,16.6,1,2.8,1.4,16.4,60,17.9,22.2,-4.3,3,-15,10.7,3,0,0,0,1,-0.02,0.02,1.3,2.6,0,1.5
424,"YUMA, ARIZONA","YUMA, AZ",0.50%,120.3,"93,851",7.80%,5.5,0.3,10.00%,1.7,,0.8,9.8,1,2,0.2,10.6,3,,,,,,,1,1.5,,1,,,,22.3,2,,1.6,11.2,11,17.3,21.2,-3.9,3,-15,11.1,2.9,0.01,0,0.01,2,-0.05,0.06,1.5,2.6,0,1.5
2418,"RAVENNA, OHIO","RAVENNA, OH",0.10%,5.6,"11,530",37.00%,0.3,0,14.80%,2.5,,1,1.6,1.4,2,0,0,5,,,,,,,1,2.5,,1.4,,,,18.7,1,,0.8,17.6,3,15.2,17.5,-2.3,3,-15,12.7,2.6,0,0,0,1,-0.02,0.02,2.3,2.6,0,1.4
283,"PHILADELPHIA, PENNSYLVANIA","PHILADELPHIA, PA",3.40%,134.1,"1,569,657",7.80%,39.2,2,17.40%,2.9,3,2.6,94.8,0.6,3,3.2,2.3,4,,,,,,,1.5,2,2.1,1.8,,3.2,0.6,39.8,2,3.3,2.3,33,446,41.3,41.4,-0.1,1,-25,24.9,2.4,0.04,0.03,0.02,3,-0.6,0.62,3.1,2.6,0,2
336,"SANTA ANA, CALIFORNIA","SANTA ANA, CA",1.00%,27.3,"334,493",20.80%,4.6,0.2,12.10%,2,2.3,1.3,23,0.7,3,2,13.9,3,,,,,,,1.5,1.5,2.2,1.6,,1.8,0.4,23.3,2,2.2,2,13.7,29,21.5,28.9,-7.4,2,-20,12.6,3,0.01,0,0.01,2,-0.05,0.06,1.2,2.6,0,1.6
77,"CHICAGO, ILLINOIS","CHICAGO, IL",2.80%,227.6,"2,722,586",5.70%,44.9,2.2,17.10%,2.9,3.1,2.7,128.4,0.5,3,5.4,2.5,4,,,,,,,1.5,2,2.4,1.9,,3.4,0.7,35,2,3.2,2.2,30.6,725,34.5,34.6,-0.1,1,-25,24.9,2.4,0.04,0.02,0.02,3,-0.6,0.62,3.1,2.6,0,2
390,"VENICE, FLORIDA","VENICE, FL",2.60%,15.3,"22,192",26.30%,8.4,0.4,14.00%,2.3,,1.1,2,0.9,2,0,0,5,,,,,,,1,2.5,,1.4,3.6,,2.9,8.8,1,,0.8,10.5,4,8.5,9.5,-1,3,-15,14,2.4,0.04,0.01,0.03,3,-0.6,0.63,3,2.6,0,1.7
204,"LITTLETON, COLORADO","LITTLETON, CO",0.50%,13,"45,848",26.30%,1.6,0.1,18.00%,3,2.9,1.8,1.4,0.3,4,0,0,5,,,,,,,2,2.5,2.6,2.3,0,2.8,0.6,10.8,1,3.2,1.4,6.8,5,9.1,13.3,-4.2,3,-15,10.8,3,0.01,0,0,1,-0.02,0.02,1.3,2.6,0.5,2.2
629,"ROGERS, ARKANSAS","ROGERS, AR",0.10%,37.9,"63,411",17.20%,0.8,0,13.10%,2.2,2.6,1.4,2.4,0.4,4,0,0,5,,,,,,,2,2.5,3.2,2.4,0.6,3.6,1.2,12.4,1,3.6,1.5,11.3,8,9.3,12.2,-2.9,3,-15,12.1,2.8,0,0,0,1,-0.02,0.02,2,2.6,0.5,2.3
121,"EVANSVILLE, INDIANA","EVANSVILLE, IN",0.30%,44.2,"119,806",12.60%,1.8,0.1,16.40%,2.7,2.1,1.5,18.6,1.6,2,0.6,40.8,2,,,,,,,1,1,2,1.2,,2.2,0.4,23.1,2,2,2,13.4,18,23.2,29.6,-6.4,2,-20,13.6,2.9,0,0,0,1,-0.02,0.02,1.7,2.6,0,1.6
325,"SAINT PAUL, MINNESOTA","SAINT PAUL, MN",2.00%,52,"300,820",12.60%,14,0.7,17.40%,2.9,3,2,9.6,0.3,4,0,0,5,,,,,,,2,2.5,2.9,2.4,,3.1,0.6,46.8,3,3.1,3,21,61,45,44.9,0.1,1,-25,25.1,2.4,0.03,0.02,0.01,3,-0.6,0.61,3.1,2.6,0,2.1
152,"HARTFORD, CONNECTICUT","HARTFORD, CT",0.60%,17.4,"124,390",26.30%,2.2,0.1,12.10%,2,2.3,1.3,9.4,0.8,3,0.2,8.6,4,,,,,,,1.5,2,2.2,1.8,,2.4,0.5,16.5,1,2.4,1.3,28.3,32,16.7,20.9,-4.2,3,-15,10.8,3,0.01,0,0.01,2,-0.05,0.06,1.2,2.5,0,1.5
374,"SYRACUSE, NEW YORK","SYRACUSE, NY",1.40%,25,"144,405",20.80%,5.8,0.3,12.50%,2.1,2.4,1.4,8.6,0.6,3,0.6,10.1,3,,,,,,,1.5,1.5,2.3,1.7,,2.4,0.5,7.3,1,2.5,1.3,30.2,45,6.6,7.3,-0.8,3,-15,14.2,2.4,0.02,0.01,0.01,3,-0.6,0.61,3.1,2.5,0,1.5
34600,"BROOKLYN, NEW YORK","BROOKLYN, NY",6.80%,70.8,"2,635,121",11.50%,56.4,2.8,16.30%,2.7,3.1,2.8,69.6,0.3,4,6.8,3.4,4,938,3.6,2,139,69.3,2,3,3,2.2,2.8,2.8,3.2,2.9,57.7,3,2.5,2.9,19.3,399,57.8,57.6,0.1,1,-25,25.1,2.4,0.08,0.05,0.03,3,-0.6,0.63,3,2.5,0.5,3.3
1732,"TUSCALOOSA, ALABAMA","TUSCALOOSA, AL",0.90%,60.2,"97,373",11.50%,6.9,0.3,12.40%,2.1,,1,10.8,1.1,2,0,0,5,,,,,,,1,2.5,,1.4,,,,17.9,1,,0.8,24.3,25,14.8,18.2,-3.4,3,-15,11.6,2.9,0.01,0.01,0,2,-0.05,0.05,1.6,2.5,0,1.4
78,"CHICO, CALIFORNIA","CHICO, CA",5.70%,32.9,"90,660",17.20%,28.7,1.4,16.50%,2.7,,1.7,4.8,0.5,3,0.8,3.7,4,30.5,3.4,2,2.5,11.5,4,2.5,4,,2.6,3,,2.4,43.9,3,,2.4,14.3,13,39.6,39.5,0.1,1,-25,25.1,2.4,0.07,0.04,0.04,3,-0.6,0.64,3,2.5,0,2.3
141,"GOLETA, CALIFORNIA","GOLETA, CA",3.60%,7.9,"30,847",37.00%,9.8,0.5,14.60%,2.4,2.9,1.8,0.8,0.3,4,0.4,7.6,4,12,3.9,2,2,38.2,3,3,3.5,2.9,3.2,2.3,3.2,2.4,29.3,2,3,2.2,20.6,7,27.9,27.7,0.2,1,-25,25.2,2.4,0.06,0.01,0.04,3,-0.6,0.64,3,2.5,0.5,2.9
347,"SEMINOLE, FLORIDA","SEMINOLE, FL",1.10%,5.1,"18,206",37.00%,2.5,0.1,14.70%,2.4,,1,2.8,1.5,2,0.6,80,1,,,,,,,1,0.5,,0.6,,,,7.9,1,,0.8,10.9,5,6.5,10.8,-4.2,3,-15,10.8,3,0.02,0,0.01,2,-0.05,0.06,1,2.5,0,1.2
285,"PITTSBURGH, PENNSYLVANIA","PITTSBURGH, PA",2.90%,55.4,"305,012",12.60%,21.6,1.1,17.30%,2.9,2.8,2.1,18.4,0.6,3,0.8,2.7,4,,,,,,,1.5,2,2.5,1.9,,3.6,0.7,19.9,1,3.5,1.5,19.1,80,19.6,20.1,-0.6,3,-15,14.4,2.3,0.04,0.02,0.02,3,-0.6,0.62,3.1,2.5,0,1.8
289,"POCATELLO, IDAHO","POCATELLO, ID",2.00%,32.2,"54,658",17.20%,10.1,0.5,14.20%,2.4,,1.2,2.8,0.5,3,0,0,5,,,,,,,1.5,2.5,,1.6,,,,6.6,1,,0.8,5.6,3,6.9,7.2,-0.2,3,-15,14.8,2.3,0.03,0.01,0.02,3,-0.6,0.62,3.1,2.5,0,1.5
282,"PEORIA, ILLINOIS","PEORIA, IL",0.50%,48,"115,424",12.60%,3.5,0.2,16.70%,2.8,2.3,1.6,6.6,0.6,3,0,0,5,,,,,,,1.5,2.5,2.2,2,,2.2,0.4,14.7,1,2.6,1.3,25.9,30,13.2,16.4,-3.2,3,-15,11.8,2.8,0.01,0,0.01,2,-0.05,0.06,1.4,2.5,0,1.6
55,"BURLINGTON, VERMONT","BURLINGTON, VT",7.60%,10.3,"42,453",26.30%,21.8,1.1,12.40%,2.1,2.9,1.8,0.4,0.1,4,0,0,5,,,,,,,2,2.5,2.7,2.3,,3.3,0.7,48.5,3,3.2,3,9.1,3,38.4,37.3,1.1,1,-25,26.1,2.3,0.09,0.06,0.03,3,-0.6,0.63,3,2.5,0,2.1
311,"RICHLAND, WASHINGTON","RICHLAND, WA",0.90%,35.7,"53,991",17.20%,4.5,0.2,14.60%,2.4,2.5,1.6,2.2,0.4,4,0,0,5,,,,,,,2,2.5,2.8,2.4,,2.4,0.5,15.2,1,2.8,1.4,9.4,5,12.9,15.2,-2.3,3,-15,12.7,2.7,0.01,0.01,0,2,-0.05,0.05,1.9,2.5,0,1.6
5121,"PARADISE, NEVADA","PARADISE, NV",0.90%,46.7,"231,858",12.60%,5.7,0.3,17.60%,2.9,,1.3,0,0,5,0,0,5,,,,,,,2.5,2.5,,2,,,,27.2,2,,1.6,13.5,32,25.9,32.8,-6.8,2,-20,13.2,2.9,0.02,0,0.01,2,-0.05,0.06,1,2.4,0,1.8
514,"ERIE, PENNSYLVANIA","ERIE, PA",0.60%,19.1,"98,970",26.30%,2.3,0.1,13.50%,2.3,2.3,1.4,7,0.7,3,0.2,9,4,,,,,,,1.5,2,2.3,1.9,,2.1,0.4,25.2,2,2.4,2.1,27.6,27,28.3,31.4,-3.1,1,-25,21.9,2.7,0.01,0,0,2,-0.05,0.05,1.7,2.4,0,1.6
101,"DENVER, COLORADO","DENVER, CO",2.70%,153,"678,467",6.40%,35.3,1.8,20.50%,3.4,3.1,2.7,47.2,0.7,3,2.6,3.2,4,616.5,9.1,0,38.5,47.6,2,1.5,3,2.5,2.3,3.1,3.2,3.1,35.7,2,3.4,2.3,18.3,108,35.4,33.9,1.5,1,-25,26.5,2.2,0.04,0.02,0.02,3,-0.6,0.62,3.1,2.4,0.5,3.1
221,"MASSILLON, OHIO","MASSILLON, OH",0.20%,18.6,"32,320",26.30%,0.8,0,15.80%,2.6,1.9,1.5,1.8,0.6,3,0,0,5,,,,,,,1.5,2.5,2.8,2.2,,1.8,0.4,16.8,1,2.4,1.3,14.6,7,18,20.3,-2.3,3,-15,12.7,2.6,0,0,0,1,-0.02,0.02,1.8,2.4,0,1.5
33,"BISMARCK, NORTH DAKOTA","BISMARCK, ND",0.40%,30.8,"70,536",17.20%,2,0.1,17.80%,3,2.2,1.7,2.4,0.3,4,0,0,5,,,,,,,2,2.5,2.5,2.3,,2,0.4,50.3,3,2.5,2.9,8.5,4,48.8,55.4,-6.6,1,-25,18.4,3.1,0.01,0,0.01,1,-0.02,0.03,0.5,2.4,0,1.9
451,"GAINESVILLE, FLORIDA","GAINESVILLE, FL",5.90%,61.3,"129,394",11.50%,46.8,2.3,13.40%,2.2,2.8,2.4,13.4,1,2,0.8,2.8,4,162.5,12.6,0,14,49.2,2,1,3,2.4,2.1,0.8,2.5,1.1,16.3,1,3,1.4,15.5,16,11.7,11.7,0,3,-15,15,2.2,0.07,0.05,0.01,3,-0.6,0.61,3.1,2.4,0.5,2.4
6452,"DOVER, DELAWARE","DOVER, DE",1.30%,23.1,"37,109",20.80%,5.3,0.3,12.50%,2.1,2.1,1.4,4.6,1.2,2,0.6,30.5,2,,,,,,,1,1,2.1,1.2,,2.1,0.4,12.7,1,1.8,1.2,17.6,6,10.3,10.2,0.1,3,-15,15.1,2.2,0.02,0,0.02,3,-0.6,0.62,3.1,2.4,0,1.3
648,"CRANSTON, RHODE ISLAND","CRANSTON, RI",0.20%,28.3,"80,979",20.80%,0.9,0,12.80%,2.1,,0.9,4,0.5,3,0.4,60.6,1,,,,,,,1.5,0.5,,0.8,,,,26.1,2,,1.6,18.5,15,25.5,30.6,-5.1,2,-20,14.9,2.7,0,0,0,1,-0.02,0.02,1.7,2.4,0,1.4
322,"SAINT CHARLES, MISSOURI","SAINT CHARLES, MO",0.10%,23.6,"69,026",20.80%,0.3,0,17.80%,3,,1.2,3.2,0.5,4,0,0,5,,,,,,,2,2.5,,1.8,,,,16.5,1,,0.8,6.6,4,13.4,15.8,-2.4,3,-15,12.6,2.7,0,0,0,1,-0.02,0.02,1.7,2.4,0,1.6
